metric_uid,title,source,product,is_ml,ml_task,ml_entity,concept,n_dashboards,dashboards,aliases,dc_kg_node_id,in_chart_registry,in_dc_kg,agreement,platform,sub_platform,domain,unit,aggregation,polarity,is_derived,is_kpi,depends_on,dependency_confidence,source_code_ref,formula
ml.expected_retained_value,Expected Retained Value (ERV),ml,CustomerIQ,true,classification,customer,expected_retained_value,1,ml-churn-analysis,,,true,false,only_chart_registry,ML,,ml_modeling,currency,derived,positive,true,true,ml.churn_probability; ml.customers_scored; ml.pred_clv_180d,high,dashboard-v2/src/app/(dashboard)/ml-churn-analysis/components/metrics/ExpectedRetainedValueMetric.tsx:35-42 (erv = (1-avgChurnProb)*avgCLV*totalCustomers),Expected Retained Value = (1 − average churn probability) × average predicted customer lifetime value × customers scored
ml.first_time_buyers_scored,One-Time Buyers Scored,ml,CustomerIQ,true,classification,customer,one_time_buyers,1,ml-first-repeat,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,false,true,,high,backend/app/features/first_repeat_predictions/ml_service.py:363-364,One-Time Buyers Scored = count of registered first-time buyers scored by the repeat model this run
ml.forecast_accuracy_mape,Forecast Accuracy (MAPE),ml,ProductIQ,true,timeseries,product,forecast_accuracy_mape,1,ml-product-demand-forecasting,,,true,false,only_chart_registry,ML,,ml_modeling,percent,none,lower_is_better,false,false,,high,backend/app/features/product_demand_forecasting_predictions/ml_service.py:150 (forecast_accuracy_mape),Forecast Accuracy (MAPE) = mean absolute percentage error of the demand forecasts on the holdout period (lower is better; read from the training artifact)
ml.forecasted_units_90d,Forecasted Units (90d),ml,ProductIQ,true,timeseries,product,total_forecasted_units_90d,1,ml-product-demand-forecasting,,,true,false,only_chart_registry,ML,,product,units,sum,higher_is_better,false,true,,high,backend/app/features/product_demand_forecasting_predictions/ml_service.py:142-149 (total_forecasted_units_90d),Forecasted Units (90d) = sum of each product's predicted 90-day unit demand across all forecasted products
ml.growth_rate,Growth Rate,ml,ProductIQ,true,regression,customer,growth_rate,1,ml-wallet-share-growth,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,positive,true,true,ml.avg_grow_probability,high,"backend/app/features/wallet_share_growth_predictions/ml_service.py:134-136,155 (flagged & total; growth_opportunities_pct = flagged_pct*100)",Growth Rate = flagged growth customers ÷ total scored customers × 100
ml.growth_vs_prior,Growth vs Prior Year,ml,MarketingIQ,true,timeseries,marketing,growth_vs_prior,1,ml-marketing-mix-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,percent,ratio,higher_better,true,true,ml.quarter_total_forecast,high,dashboard-v2/.../ml-marketing-mix-forecast/components/metrics/GrowthVsPriorMetric.tsx:30-38; backend ml_marketing_mix_forecast/service.py:150,Growth vs Prior Year = (forecasted quarter total ÷ actual revenue of the matching weeks 52 weeks earlier − 1) × 100 (blank when fewer than 52 weeks of history exist)
ml.high_confidence_count,Reliable Predictions,ml,CustomerIQ,true,regression,customer,high_confidence_count,1,ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,true,true,ml.predicted_order_value,high,"backend/app/features/order_value_predictions/ml_service.py:210,221-237",Reliable Predictions = count of customers whose prediction confidence-interval width falls in the narrowest (≤25th percentile) quartile
ml.high_growth_products,High-Growth Products (>20%),ml,ProductIQ,true,timeseries,product,high_growth_products,1,ml-product-demand-forecasting,,,true,false,only_chart_registry,ML,,product,products,count,higher_is_better,false,true,,high,backend/app/features/product_demand_forecasting_predictions/ml_service.py:142-146 (high_growth_products if >20),High-Growth Products (>20%) = count of products whose forecasted growth rate exceeds 20%
ml.high_response_pool,High-Response Pool,ml,CustomerIQ,true,classification,customer,high_response_pool,1,ml-intervention-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,positive,true,false,ml.intervention_propensity,high,"backend/app/features/intervention_propensity/ml_service.py:65,314 (_HIGH_RESPONSE_THRESHOLD=0.5; high_resp = int((df['intervention_propensity']>=0.5).sum()))",High-Response Pool = count of customers whose predicted intervention propensity is at or above 50%
ml.high_risk_customers,High-Risk Customers,ml,CustomerIQ,true,classification,customer,high_risk_customers,1,ml-churn-analysis,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,negative,true,true,ml.churn_probability,high,"backend/app/features/churn_analysis/ml_service.py:294-299 (high_risk_mask = risk_segment.isin(['High','Critical']) or churn_probability>=HIGH_RISK_THRESHOLD)",High-Risk Customers = count of customers the model places in the High or Critical risk tiers
ml.high_risk_products,High-Risk Products,ml,ProductIQ,true,classification,product,high_risk_products,1,ml-stock-out-risk,,,true,false,only_chart_registry,ML,,product,products,count,lower_is_better,false,true,,high,"backend/app/features/stock_out_risk_predictions/ml_service.py:121-152 (get_dashboard_summary high_risk_products), 39 (_HIGH_RISK_LEVELS)",High-Risk Products = count of products the model flags at Critical or High stock-out risk
ml.high_value_propensity_pool,High-Propensity Pool,ml,CustomerIQ,true,classification,customer,high_propensity_pool,1,ml-high-value-propensity,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.high_value_propensity,high,backend/app/features/high_value_propensity_predictions/ml_service.py:189-195 (high_propensity_count),High-Propensity Pool = count of customers scored into the high propensity-to-become-high-value tier
ml.highest_yoy_growth_category,Highest YoY Growth Category,ml,ProductIQ,true,timeseries,category,highest_yoy_growth_category,1,ml-category-seasonality,,,true,false,only_chart_registry,ML,,ml_modeling,label,max,neutral,false,true,,high,backend/app/features/category_seasonality_predictions/ml_service.py:150-156,Highest YoY Growth Category = the category with the largest year-over-year revenue growth %
ml.immediate_action_required,Immediate Action (<7d),ml,ProductIQ,true,classification,product,immediate_action_required,1,ml-stock-out-risk,,,true,false,only_chart_registry,ML,,product,products,count,lower_is_better,true,true,ml.high_risk_products,high,backend/app/features/stock_out_risk_predictions/ml_service.py:133-149 (immediate_action_required if days<7),Immediate Action (<7d) = count of Critical/High-risk products projected to stock out within the next 7 days
ml.incremental_revenue,Total Incremental Revenue,ml,MarketingIQ,true,regression,marketing,revenue,1,ml-marketing-mix-campaign,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,higher_is_better,false,true,,high,backend/app/features/ml_marketing_mix_campaign/service.py:159-175 (get_summary total_incremental_revenue),"Total Incremental Revenue = sum of incremental revenue the Bayesian MMM credits to paid channels (in-sample attribution, baseline/organic excluded)"
ml.intervention_propensity,Mean Propensity Score,ml,CustomerIQ,true,classification,customer,mean_propensity,1,ml-intervention-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,probability,average,positive,false,true,,high,"backend/app/features/intervention_propensity/ml_service.py:315,329 (mean_prop = float(df['intervention_propensity'].mean()))","Mean Propensity Score = average predicted intervention propensity across all scored customers, shown as a percentage"
ml.loyalist_likely_pool,Top-Decile Pool (Loyalist Likely),ml,CustomerIQ,true,classification,customer,top_decile_pool,1,ml-first-repeat,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,true,true,ml.repeat_propensity,high,backend/app/features/first_repeat_predictions/ml_service.py:367-369,Top-Decile Pool = count of first-time buyers in the highest repeat-propensity segment ('loyalist_likely')
ml.markdown_ready_now,Markdown-Ready Now,ml,ProductIQ,true,regression,product,markdown_ready_now,1,ml-markdown-optimal-timing,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,false,true,ml.markdown_urgency_scores,high,"backend/app/features/markdown_optimal_timing_predictions/ml_service.py:140-141 (get_dashboard_summary: if urgency == ""Now"": markdown_ready_now += 1)",Markdown-Ready Now = count of products the model flags with markdown urgency = 'Now'
ml.median_confidence_interval_width,Typical Prediction Range,ml,CustomerIQ,true,regression,customer,median_uncertainty,1,ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,currency,median,lower_better,true,true,ml.predicted_order_value,high,"backend/app/features/order_value_predictions/ml_service.py:205-209,221-234",Typical Prediction Range = median width of the prediction confidence interval across scored customers (in dollars)
ml.message_affinity_avg_confidence,Average Confidence,ml,CustomerIQ,true,ranking,customer,avg_confidence,1,ml-message-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,mean,higher_better,false,true,,high,backend/app/features/message_affinity_predictions/ml_service.py:158,Average Confidence = mean predicted confidence (softmax probability) of each customer's winning message archetype across all scored customers
ml.message_affinity_customers_segmented,Total Customers Segmented,ml,CustomerIQ,true,ranking,customer,total_segmented,1,ml-message-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,false,true,,high,backend/app/features/message_affinity_predictions/ml_service.py:156,Total Customers Segmented = number of customers the message-affinity model assigned a preferred message archetype to in the latest run
ml.message_affinity_high_confidence_pool,High-Confidence Pool,ml,CustomerIQ,true,ranking,customer,high_confidence_pool,1,ml-message-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,true,true,ml.message_affinity_avg_confidence,high,backend/app/features/message_affinity_predictions/ml_service.py:157,High-Confidence Pool = count of scored customers whose winning message archetype scored above 50% predicted probability
ml.message_affinity_top_message_type,Top Message Type,ml,CustomerIQ,true,ranking,customer,top_message_type,1,ml-message-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,label,mode,neutral,false,true,,high,backend/app/features/message_affinity_predictions/ml_service.py:160-163,Top Message Type = the most common predicted preferred message archetype across all scored customers (most frequent winning archetype)
ml.model_auc,Model AUC,ml,CustomerIQ,true,classification,customer,model_auc,2,ml-high-value-propensity; ml-intervention-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,auc,none,higher_is_better,false,false,,high,backend/app/features/high_value_propensity_predictions/ml_service.py:198 (model_auc); backend/app/features/intervention_propensity/ml_service.py:331 (model_auc test_auc),"Model AUC = area under the ROC curve for the high-value propensity classifier on the holdout set (0.5 = random, closer to 1.0 = cleaner separation)"
ml.off_peak_revenue_at_risk,Off-Peak Revenue at Risk,ml,ProductIQ,true,timeseries,category,off_peak_revenue_at_risk,1,ml-category-seasonality,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,lower_better,true,true,,high,backend/app/features/category_seasonality_predictions/ml_service.py:158-161,"Off-Peak Revenue at Risk = sum of each category's weakest-month (trough) revenue, across all categories"
ml.offer_high_priority_pool,High-Priority Pool,ml,CustomerIQ,true,regression,customer,high_priority_pool,1,ml-offer-value-lift,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,positive,true,false,ml.offer_response_score,high,backend/app/features/offer_value_lift_predictions/ml_service.py:179-184 (high_priority_pool = seg_h.get('high') or (df[priority_{h}]=='high').sum()),High-Priority Pool = count of customers ranked into the highest-priority tier for offers at the selected horizon
ml.offer_high_priority_share,High-Priority Share,ml,CustomerIQ,true,regression,customer,high_priority_share,1,ml-offer-value-lift,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,neutral,true,false,ml.offer_high_priority_pool; ml.offer_lift_customers_scored,high,backend/app/features/offer_value_lift_predictions/ml_service.py:174-184 (high_priority_pool over n_customers); priority breakdown pct at get_priority_breakdown,High-Priority Share = high-priority pool ÷ customers scored × 100
ml.offer_lift_customers_scored,Customers Scored,ml,CustomerIQ,true,regression,customer,customers_scored,1,ml-offer-value-lift,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,neutral,false,false,,high,backend/app/features/offer_value_lift_predictions/ml_service.py:174-177 (n_customers = s.get('n_customers') or len(df)),Customers Scored = total population the response-score ranker scored for the selected horizon
ml.offer_segment_match_rate,Offer-Segment Match Rate,ml,CustomerIQ,true,classification,customer,offer_segment_match_rate,1,ml-offer-type-response,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,positive,true,false,ml.recommended_match,high,backend/app/features/offer_type_response_predictions/ml_service.py:170-172 (matched = sum(1 for r in seg_list if r['recommended_match']); rate = matched/len(seg_list)),Offer-Segment Match Rate = fraction of segment-offer cells flagged as a recommended match in the segment heatmap
ml.offer_top_decile_concentration,Top-Decile Concentration,ml,CustomerIQ,true,regression,customer,top_decile_concentration,1,ml-offer-value-lift,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,positive,true,false,ml.offer_response_score,high,"backend/app/features/offer_value_lift_predictions/ml_service.py:189-192 (top_decile_lift, mean_score, top_decile_mean_score from per_horizon)",Top-Decile Concentration = top-decile mean response score ÷ overall mean response score (how many times stronger the top 10% of customers' scores are versus the average)
ml.optimal_budget_top_channel,Optimal Budget — Top Channel,ml,CustomerIQ,true,timeseries,customer,optimal_budget_top_channel,1,ml-channel-response-curve,,,true,false,only_chart_registry,ML,,customer,currency,max,neutral,true,false,ml.recommended_budget,high,backend/app/features/channel_response_curve_predictions/ml_service.py:156-161 (optimal_budget_top_channel),Optimal Budget — Top Channel = the largest recommended budget across channels in the model's optimal allocation
ml.optimal_discount_range,Optimal Discount Range,ml,CustomerIQ,true,classification,customer,optimal_discount_range,1,ml-discount-response,,,true,false,only_chart_registry,ML,,ml_modeling,percent,derived,neutral,true,true,ml.rev_max_discount; ml.net_revenue,high,"backend/app/features/discount_response_predictions/ml_service.py:174-178 (get_dashboard_summary: optimal_range = ri_meta.get(""optimal_discount_range"") else rev_max +/- 2.5)","Optimal Discount Range = the model's metadata range, else the revenue-maximizing discount ± 2.5 percentage points — the band expected to maximise net revenue"
ml.organic_revenue,Organic Revenue,ml,MarketingIQ,true,regression,marketing,revenue,1,ml-marketing-mix,,,true,false,only_chart_registry,ML,,ml_modeling,currency,derived,neutral,true,true,ml.total_revenue; ml.attributed_revenue,high,"backend/app/features/ml_marketing_mix/service.py:328,333 (get_executive_kpis: organic_revenue = total_revenue - total_paid_revenue; returned as max(0, organic_revenue))","Organic Revenue = max(0, total revenue − model-attributed paid revenue) — the baseline revenue not driven by paid media"
ml.peak_response_hour,Peak Response Hour,ml,CustomerIQ,true,classification,customer,peak_response_hour,1,ml-timing-response,,,true,false,only_chart_registry,ML,,customer,hour,mode,neutral,false,false,,high,backend/app/features/timing_response_predictions/ml_service.py:157-162 (peak_response_hour mode),Peak Response Hour = the most common predicted best-response hour (0–23) across customers (mode of each customer's best hour)
ml.peak_response_rate,Peak Response Rate,ml,CustomerIQ,true,classification,customer,peak_response_rate,1,ml-discount-response,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,max,higher_better,false,true,ml.response_rate,high,"backend/app/features/discount_response_predictions/ml_service.py:161-164 (get_dashboard_summary: best_resp = max(rc_list, key=response_rate); peak_response_rate = best_resp[""response_rate""])",Peak Response Rate = the highest predicted response rate across all discount depths in the response curves
ml.peak_season_category,Peak Season Category,ml,ProductIQ,true,timeseries,category,peak_season_category,1,ml-category-seasonality,,,true,false,only_chart_registry,ML,,ml_modeling,label,max,neutral,false,true,,high,backend/app/features/category_seasonality_predictions/ml_service.py:134-145,Peak Season Category = the category whose single highest monthly seasonality index is the largest across all categories
ml.peak_week,Peak Week,ml,MarketingIQ,true,timeseries,marketing,peak_week,1,ml-marketing-mix-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,currency,max,neutral,true,true,ml.forecast_revenue,high,dashboard-v2/.../ml-marketing-mix-forecast/components/metrics/PeakWeekMetric.tsx:27-32,"Peak Week = the largest single-week forecast revenue across the 13-week horizon, with the week it falls in"
ml.personalization_opportunity,Personalization Opportunity,ml,CustomerIQ,true,classification,customer,personalization_opportunity,1,ml-timing-response,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.high_confidence_timing,high,backend/app/features/timing_response_predictions/ml_service.py:175-183 (personalization_opportunity_pool),"Personalization Opportunity = count of customers with a confident, distinct best send time (flagged high-confidence timing)"
ml.predicted_new_high_value_customers,Predicted New High-Value,ml,CustomerIQ,true,classification,customer,predicted_new_hv_customers,1,ml-high-value-propensity,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.high_value_propensity,high,backend/app/features/high_value_propensity_predictions/ml_service.py:196 (predicted_new_hv_count),Predicted New High-Value = count of customers the model expects to cross into high-value status
ml.premium_tier_count,High-Value Targets,ml,CustomerIQ,true,regression,customer,premium_count,1,ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,true,true,ml.predicted_order_value,high,"backend/app/features/order_value_predictions/ml_service.py:188,204",High-Value Targets = count of customers the model places in the Premium value tier
ml.price_affinity_avg_wtp_score,Avg WTP Score,ml,ProductIQ,true,ranking,product,avg_wtp_score,1,ml-price-affinity,,,true,false,only_chart_registry,ML,,product,score,avg,higher_is_better,false,true,,high,"backend/app/features/price_affinity_predictions/ml_service.py:150,159 (avg_wtp_score)",Avg WTP Score = mean predicted willingness-to-pay score (0–1) across all scored customers
ml.price_affinity_budget_customers,Budget Customers,ml,ProductIQ,true,ranking,product,budget_customers,1,ml-price-affinity,,,true,false,only_chart_registry,ML,,product,customers,count,neutral,false,false,,high,backend/app/features/price_affinity_predictions/ml_service.py:148 (budget),Budget Customers = count of scored customers the model assigns to the Budget price tier
ml.price_affinity_premium_customers,Premium Customers,ml,ProductIQ,true,ranking,product,premium_customers,1,ml-price-affinity,,,true,false,only_chart_registry,ML,,product,customers,count,neutral,false,false,,high,backend/app/features/price_affinity_predictions/ml_service.py:146 (premium),Premium Customers = count of scored customers the model assigns to the Premium price tier
ml.price_affinity_value_seekers,Value Seekers,ml,ProductIQ,true,ranking,product,value_seekers,1,ml-price-affinity,,,true,false,only_chart_registry,ML,,product,customers,count,neutral,false,false,,high,backend/app/features/price_affinity_predictions/ml_service.py:147 (value),Value Seekers = count of scored customers the model assigns to the Value price tier
ml.price_elasticity_avg_coefficient,Avg Elasticity Coefficient,ml,ProductIQ,true,regression,product,avg_elasticity_coefficient,1,ml-price-elasticity,,,true,false,only_chart_registry,ML,,ml_modeling,coefficient,mean,neutral,false,true,,high,"backend/app/features/price_elasticity_predictions/ml_service.py:149,152",Avg Elasticity Coefficient = mean predicted price-elasticity coefficient across all scored products (values below −1 indicate broadly price-sensitive demand)
ml.price_elasticity_highly_elastic_products,Highly Elastic Products,ml,ProductIQ,true,regression,product,highly_elastic_products,1,ml-price-elasticity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,true,true,ml.price_elasticity_avg_coefficient,high,backend/app/features/price_elasticity_predictions/ml_service.py:150,Highly Elastic Products = count of products whose predicted elasticity coefficient is below −1.0 (a small price change moves demand sharply)
ml.price_elasticity_inelastic_products,Inelastic Products,ml,ProductIQ,true,regression,product,inelastic_products,1,ml-price-elasticity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,true,true,ml.price_elasticity_avg_coefficient,high,backend/app/features/price_elasticity_predictions/ml_service.py:151,Inelastic Products = count of products whose predicted elasticity coefficient is between −1.0 and 0 (demand relatively insensitive to price)
ml.price_elasticity_revenue_sensitivity_score,Revenue Sensitivity Score,ml,ProductIQ,true,regression,product,revenue_sensitivity_score,1,ml-price-elasticity,,,true,false,only_chart_registry,ML,,ml_modeling,score,mean,neutral,true,true,ml.price_elasticity_avg_coefficient,high,backend/app/features/price_elasticity_predictions/ml_service.py:155-160,Revenue Sensitivity Score = mean of (absolute predicted elasticity × each product's revenue weight) across products — a revenue-weighted measure of how exposed revenue is to price changes
ml.priority_pool,High-Propensity Pool,ml,CustomerIQ,true,classification,customer,priority_count,1,ml-activation,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,positive,true,false,ml.activation_propensity,high,backend/app/features/activation_predictions/ml_service.py:360-372 (priority_count from by_tier['priority'] or (activation_segment=='priority').sum()),High-Propensity Pool = count of prospects the model places in the top 'priority' activation tier (highest first-purchase propensity)
ml.product_affinity_customers_scored,Customers Scored,ml,ProductIQ,true,ranking,product,total_scored,1,ml-product-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,false,true,ml.product_affinity_scores,high,"backend/app/features/product_affinity_predictions/ml_service.py:164,178 (get_dashboard_summary: total = len(df); returned as total_customers_scored)",Customers Scored = number of customers who received a product affinity recommendation in the latest scoring run
ml.product_affinity_high_affinity_pool,High Affinity Pool,ml,ProductIQ,true,ranking,product,high_affinity_pool,1,ml-product-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,true,true,ml.product_affinity_customers_scored; ml.product_affinity_scores,high,"backend/app/features/product_affinity_predictions/ml_service.py:165 (get_dashboard_summary: high_affinity = (df[""confidence_tier""] == ""High"").sum())",High Affinity Pool = count of scored customers whose top product recommendation carries a High confidence tier
ml.product_affinity_hit_rate_at_3,Hit Rate @3,ml,ProductIQ,true,ranking,product,hit_rate_at_3,1,ml-product-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,none,higher_better,false,true,ml.product_affinity_model_config,high,"backend/app/features/product_affinity_predictions/ml_service.py:172,181 (get_dashboard_summary: avg_hit_rate = mc.get(""avg_hit_rate_at_3""); returned as avg_hit_rate_at_3)",Hit Rate @3 = share of customers whose actually-purchased product appeared in the model's top-3 recommendations (offline evaluation metric read from the model artifact)
ml.product_affinity_top_recommended_product,Top Recommended Product,ml,ProductIQ,true,ranking,product,top_recommended_product,1,ml-product-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,category,mode,neutral,false,false,ml.product_affinity_scores,high,"backend/app/features/product_affinity_predictions/ml_service.py:168-170 (get_dashboard_summary: mode_val = df[""top_product""].mode(); top_product = mode_val.iloc[0])",Top Recommended Product = the single product most frequently predicted as a customer's top-1 product across all scored customers (most common top product)
ml.product_revenue_forecast,Forecast Revenue (next 4w),ml,ProductIQ,true,timeseries,product,total_forecast,1,ml-product-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,positive,false,true,,high,"backend/app/features/ml_product_revenue_forecast/service.py:37,151 (SCORE_COL='product_revenue_forecast_lgbm_score'; total_forecast_revenue=float(df[SCORE_COL].sum()))",Forecast Revenue (next 4w) = sum of the LightGBM-predicted revenue across every product over the next four weeks
ml.products_forecast,Products Forecast,ml,ProductIQ,true,timeseries,product,products_forecast,2,ml-product-demand-forecast; ml-product-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,false,true,,high,backend/app/features/ml_demand_forecast/service.py:148; backend/app/features/ml_product_revenue_forecast/service.py:151,Products Forecast = count of distinct products that have a next-4-week units forecast
ml.products_forecasted,Products Forecasted,ml,ProductIQ,true,timeseries,product,products_forecasted,1,ml-product-demand-forecasting,,,true,false,only_chart_registry,ML,,product,products,count,neutral,false,false,,high,backend/app/features/product_demand_forecasting_predictions/ml_service.py:147-149 (products_forecasted len),Products Forecasted = count of products the demand model produced a forecast for in this run
ml.projected_incremental_revenue,Projected Incremental Revenue,ml,CustomerIQ,true,timeseries,customer,revenue,1,ml-channel-response-curve,,,true,false,only_chart_registry,ML,,customer,currency,none,higher_is_better,false,true,,high,backend/app/features/channel_response_curve_predictions/ml_service.py:167 (projected_incremental_revenue),Projected Incremental Revenue = the additional revenue the model expects from reallocating spend to its recommended budget mix versus the current allocation
ml.projected_margin_recovery,Projected Margin Recovery,ml,ProductIQ,true,regression,product,projected_margin_recovery,1,ml-markdown-optimal-timing,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,higher_better,true,true,ml.markdown_ready_now; ml.projected_margin_recovery_scores,high,"backend/app/features/markdown_optimal_timing_predictions/ml_service.py:140-142 (get_dashboard_summary: if urgency == ""Now"": projected_margin_recovery += projected_margin_recovery)",Projected Margin Recovery = sum of the model's projected margin recovery across the markdown-urgency = 'Now' products
ml.quarter_range,Quarter Range (80% PI),ml,MarketingIQ,true,timeseries,marketing,quarter_range,1,ml-marketing-mix-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,neutral,true,true,ml.pi80_low; ml.pi80_high,high,backend/app/features/ml_marketing_mix_forecast/service.py:151,"Quarter Range (80% PI) = [sum of weekly lower bounds, sum of weekly upper bounds] of the 80% prediction interval across the 13 horizon weeks"
ml.quarter_total_forecast,Forecast Quarter Total,ml,MarketingIQ,true,timeseries,marketing,quarter_total_forecast,1,ml-marketing-mix-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,neutral,false,true,,high,backend/app/features/ml_marketing_mix_forecast/service.py:150,Forecast Quarter Total = sum of point-forecast weekly revenue across the next 13 weeks
ml.reallocation_upside,Reallocation Upside,ml,MarketingIQ,true,regression,marketing,reallocation_upside,1,ml-marketing-mix-campaign,,,true,false,only_chart_registry,ML,,ml_modeling,percent,ratio,higher_is_better,true,true,ml.current_daily_response; ml.optimized_daily_response,high,dashboard-v2/src/app/(dashboard)/ml-marketing-mix-campaign/components/metrics/ReallocationUpsideMetric.tsx:24-27; backend/app/features/ml_marketing_mix_campaign/router.py:137 (budget_optimization.json),Reallocation Upside = (optimizer's expected daily response ÷ current daily response − 1) × 100 — extra revenue from shifting the same total budget toward higher-marginal-return channels
ml.repeat_propensity,Avg Repeat Propensity,ml,CustomerIQ,true,classification,customer,avg_repeat_propensity,1,ml-first-repeat,,,true,false,only_chart_registry,ML,,ml_modeling,probability,mean,higher_better,false,true,,high,backend/app/features/first_repeat_predictions/ml_service.py:371-373,"Avg Repeat Propensity = average predicted probability that a first-time buyer makes a repeat purchase, across all scored first-time buyers"
ml.repeat_propensity_median,Median Repeat Propensity,ml,CustomerIQ,true,classification,customer,median_repeat_propensity,1,ml-first-repeat,,,true,false,only_chart_registry,ML,,ml_modeling,probability,median,higher_better,true,true,ml.repeat_propensity,high,backend/app/features/first_repeat_predictions/ml_service.py:386,"Median Repeat Propensity = midpoint of the repeat-purchase propensity distribution across scored first-time buyers (half score higher, half lower)"
ml.retained_revenue,Retained Revenue Forecast,ml,CustomerIQ,true,classification,customer,revenue,1,ml-churn-analysis,,,true,false,only_chart_registry,ML,,ml_modeling,currency,derived,positive,true,true,ml.churn_probability; ml.customers_scored; ml.pred_clv_180d,high,dashboard-v2/src/app/(dashboard)/ml-churn-analysis/components/metrics/RetainedRevenueMetric.tsx (mirrors ExpectedRetainedValueMetric.tsx:35-42),"Retained Revenue Forecast = (1 − average churn probability) × average predicted customer lifetime value × customers scored, shown as the retained share of total predicted revenue"
ml.retention_rate,Retention Rate,ml,CustomerIQ,true,classification,customer,retention,1,ml-churn-analysis,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,positive,true,false,ml.churn_rate; ml.churn_probability,high,backend/app/features/churn_analysis/ml_service.py:294-310 (retention is complement of high_risk_pct/churn_rate); registry depends_on churn_rate+churn_probability,Retention Rate = 1 − churn rate (the share of customers expected to stay over the horizon)
ml.rev_max_discount,Revenue-Maximizing Discount,ml,CustomerIQ,true,classification,customer,rev_max_discount,1,ml-discount-response,,,true,false,only_chart_registry,ML,,ml_modeling,percent,derived,neutral,true,true,ml.discount_pct; ml.net_revenue,high,"backend/app/features/discount_response_predictions/ml_service.py:157-159 (get_dashboard_summary: best = max(ri_list, key=net_revenue); revenue_maximizing_discount = best[""discount_pct""])",Revenue-Maximizing Discount = the discount depth of the row with the highest net revenue (uplift minus discount cost)
ml.revenue_at_stockout_risk,Revenue at Stockout Risk,ml,ProductIQ,true,classification,product,revenue_at_stockout_risk,1,ml-stock-out-risk,,,true,false,only_chart_registry,ML,,product,currency,sum,lower_is_better,true,true,ml.high_risk_products,high,backend/app/features/stock_out_risk_predictions/ml_service.py:133-147 (revenue_at_stockout_risk sum),Revenue at Stockout Risk = sum of the revenue-at-risk across all Critical/High-risk products
ml.revenue_forecast_avg_per_product,Avg / Product,ml,ProductIQ,true,timeseries,product,avg_per_product,1,ml-product-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,currency,ratio,neutral,true,false,ml.product_revenue_forecast; ml.products_forecast,high,backend/app/features/ml_product_revenue_forecast/service.py:144-151 (summary mean_forecast_per_product over total_forecast_revenue / n_products),Avg per Product = total forecast revenue ÷ number of forecast products
