node_id,scope,source,source_method,mart_model,source_set,source_confidence,metric_base,aggregation,product,department,grain,grain_source,schema_verified,tenant,node_class,is_derived,keep,type,type_confidence,dimensions,card_endpoint,series_endpoint,n_card,n_series,n_breakdown,mart_source,formula,formula_components,occurrences,source_dashboards,raw_ids,roles,data_owner,steward,sensitivity,compliance_tags,description,unit,polarity,aliases,last_updated,refresh_cadence,sla,null_rate,completeness,quality_score,is_kpi,priority_tier,seasonality_profile,stationarity,volatility,status,version,source_columns,source_expr,availability,history_start,history_end,n_periods
blended.dropoff,blended,ga4,dbt,mart_funnel_daily,ga4,high,dropoff,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/funnel/charts/dropoff_analysis,0,1,0,DB_RARE_SEEDS.MARTS.mart_funnel_daily,,,1,funnel,dropoff_analysis,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Dropoff (number) — metric on blended [Marketing IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.efficiency_metrics,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,efficiency_metrics,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/quarterly-review/charts/efficiency_metrics,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,quarterly_review,efficiency_metrics,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Efficiency Metrics (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,quarterly,,,,,no,3,,,,active,1,,,empty,,,
blended.fatigue_curve,blended,,heuristic,creative_performance,,low,fatigue_curve,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/creative-performance/charts/fatigue_curve,0,1,0,DB_RARE_SEEDS.MARTS.creative_performance,,,1,creative_performance,fatigue_curve,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Fatigue Curve (number) — metric on blended [Marketing IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.forecast,blended,,heuristic,,,low,forecast,level,Marketing IQ,Finance / Exec,weekly,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/weekly-exec/charts/forecast,0,1,0,,,,1,weekly_exec,forecast,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Forecast (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,weekly,,,,,no,3,,,,active,1,,,empty,,,
blended.frequency.avg,blended,multi,dbt,mart_audience_performance,google_ads|meta_ads,high,frequency,avg,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,yes,yes,controllable,high,,/api/v1/audience-performance/metrics/average_frequency,,1,0,0,DB_RARE_SEEDS.MARTS.mart_audience_performance,case when reach > 0 then impressions * 1.0 / reach end,impressions|reach,1,audience_performance,average_frequency,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Frequency (number) — metric on blended [Marketing IQ], lever.",number,lever,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.full,blended,ga4,dbt,mart_funnel_daily,ga4,high,full,level,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/funnel/charts/full_funnel,0,1,0,DB_RARE_SEEDS.MARTS.mart_funnel_daily,,,1,funnel,full_funnel,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Full (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.geographic_churn,blended,magento,dbt,mart_customer_health,magento,high,geographic_churn,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/churn-analysis/charts/geographic-churn,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,geographic-churn,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Geographic Churn (number) — metric on blended [Customer IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.geographic_data,blended,magento,dbt,mart_customer_cohort,magento,high,geographic_data,level,Customer IQ,Customer Success,monthly,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/cohort-analysis/charts/geographic-data,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_cohort,,,1,cohort_analysis,geographic-data,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Geographic Data (number) — metric on blended [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.geography,blended,ga4,dbt,mart_funnel_daily,ga4,high,geography,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,no,,low,,,/api/v1/funnel/charts/geography_funnel,0,1,0,DB_RARE_SEEDS.MARTS.mart_funnel_daily,,,1,funnel,geography_funnel,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Geography (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.gross_margin,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,gross_margin,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/monthly-review/metrics/gross_margin,/api/v1/monthly-review/charts/gross_margin_trend,1,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,monthly_review,gross_margin|gross_margin_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Gross Margin (percent) — metric on blended [Marketing IQ], higher_is_better.",percent,higher_is_better,,,monthly,,,,,yes,1,,,,active,1,,,empty,,,
blended.high_risk_customers,blended,magento,dbt,mart_customer_health,magento,high,high_risk_customers,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/churn-analysis/metrics/high-risk-customers,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,high-risk-customers,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"High Risk Customers (count) — metric on blended [Customer IQ], lower_is_better.",count,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.impressions,blended,google_ads,dbt,mart_competitive_intelligence,google_ads,high,impressions,level,Marketing IQ,Finance / Exec,daily,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,/api/v1/competitive/metrics/impressions,,1,0,0,DB_RARE_SEEDS.MARTS.mart_competitive_intelligence,,,1,competitive,impressions,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Impressions (count) — metric on blended [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,IMPRESSIONS,SUM(IMPRESSIONS),empty,,,
blended.klaviyo,blended,multi,dbt,mart_audience_performance,google_ads|meta_ads,high,klaviyo,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/audience-performance/charts/klaviyo_audiences,0,1,0,DB_RARE_SEEDS.MARTS.mart_audience_performance,,,1,audience_performance,klaviyo_audiences,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Klaviyo (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.klaviyo_event_volume,blended,,heuristic,,,low,klaviyo_event_volume,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/klaviyo_event_volume,0,1,0,,,,1,data_quality,klaviyo_event_volume,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Klaviyo Event Volume (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.last_updated,blended,,heuristic,,,low,last_updated,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/alerts-config/charts/last_updated,0,2,0,,,,2,alerts_config|data_quality,last_updated,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Last Updated (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.lifecycle_stages,blended,magento,dbt,mart_customer_health,magento,high,lifecycle_stages,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/churn-analysis/charts/lifecycle-stages,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,lifecycle-stages,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Lifecycle Stages (number) — metric on blended [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.ltv.sum,blended,magento,dbt,mart_customer_cohort,magento,high,ltv,sum,Customer IQ,Customer Success,monthly,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/cohort-analysis/metrics/total-ltv,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_cohort,,,1,cohort_analysis,total-ltv,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Ltv (currency) — metric on blended [Customer IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,,,empty,,,
blended.ltv_cac,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,ltv_cac,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,yes,yes,outcome,high,,,/api/v1/monthly-review/charts/ltv_cac_trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,monthly_review,ltv_cac_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,confidential,GDPR|CCPA,"Ltv Cac (ratio) — metric on blended [Marketing IQ], lower_is_better.",ratio,lower_is_better,,,monthly,,,,,no,3,,,,active,1,,,empty,,,
blended.ltv_cac.ratio,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,ltv_cac,ratio,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/monthly-review/metrics/ltv_cac_ratio,,1,0,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,monthly_review,ltv_cac_ratio,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,confidential,GDPR|CCPA,"Ltv Cac (percent) — metric on blended [Marketing IQ], lower_is_better.",percent,lower_is_better,,,monthly,,,,,no,3,,,,active,1,,,empty,,,
blended.market_opportunities,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,market_opportunities,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,external,high,,,/api/v1/quarterly-review/charts/market_opportunities,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,quarterly_review,market_opportunities,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Market Opportunities (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,quarterly,,,,,no,3,,,,active,1,,,empty,,,
blended.marketing_spend,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,marketing_spend,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,controllable,high,,/api/v1/ceo-pulse/metrics/marketing_spend,,1,0,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,ceo_pulse,marketing_spend,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Marketing Spend (currency) — metric on blended [Marketing IQ], lever.",currency,lever,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.matrix,blended,,heuristic,,,low,matrix,level,Marketing IQ,Finance / Exec,weekly,heuristic,no,rare_seeds,observable,no,no,,,,,/api/v1/weekly-exec/charts/channel_matrix,0,1,0,,,,1,weekly_exec,channel_matrix,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Matrix (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,weekly,,,,,no,3,,,,active,1,,,,,,
blended.media,blended,,heuristic,creative_performance,,low,media,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,no,,,,,/api/v1/creative-performance/charts/media_type_comparison,0,1,0,DB_RARE_SEEDS.MARTS.creative_performance,,,1,creative_performance,media_type_comparison,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Media (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.mer,blended,multi,dbt,mart_ceo_daily_pulse|mart_marketing_mix,ga4|google_ads|linkedin_ads|meta_ads,high,mer,level,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/marketing-mix/metrics/mer,/api/v1/monthly-review/charts/mer_trend,2,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse|DB_RARE_SEEDS.MARTS.mart_marketing_mix,,,2,marketing_mix|monthly_review,mer|mer_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Mer (ratio) — metric on blended [Marketing IQ], neutral.",ratio,neutral,,,daily,,,,,yes,1,,,,active,1,MAGENTO_REVENUE|SPEND,"CASE WHEN SUM(NVL(m.SPEND, 0)) > 0 THEN NVL(f.MAGENTO_REVENUE, 0) / SUM(NVL(m.SPEND, 0)) END",available,2024-04-23,2025-12-31,618
blended.metrics,blended,,heuristic,,,low,metrics,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/data-quality/charts/daily_metrics,0,1,0,,,,1,data_quality,daily_metrics,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Metrics (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.month_end_projection,blended,multi,dbt,mart_budget_pacing,google_ads|linkedin_ads|meta_ads,high,month_end_projection,level,Marketing IQ,Finance / Exec,monthly,dbt,no,rare_seeds,observable,no,yes,controllable,high,,/api/v1/budget-pacing/metrics/month_end_projection,,1,0,0,DB_RARE_SEEDS.MARTS.mart_budget_pacing,,,1,budget_pacing,month_end_projection,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Month End Projection (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.month_end_revenue,blended,multi,dbt,mart_budget_pacing,google_ads|linkedin_ads|meta_ads,high,month_end_revenue,level,Marketing IQ,Finance / Exec,monthly,dbt,no,rare_seeds,observable,no,yes,controllable,high,,/api/v1/budget-pacing/metrics/month_end_revenue,,1,0,0,DB_RARE_SEEDS.MARTS.mart_budget_pacing,,,1,budget_pacing,month_end_revenue,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Month End Revenue (currency) — metric on blended [Marketing IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.monthly_pacing,blended,multi,dbt,mart_budget_pacing,google_ads|linkedin_ads|meta_ads,high,monthly_pacing,level,Marketing IQ,Finance / Exec,monthly,dbt,no,rare_seeds,observable,no,yes,controllable,high,,/api/v1/budget-pacing/metrics/monthly_pacing,,1,0,0,DB_RARE_SEEDS.MARTS.mart_budget_pacing,,,1,budget_pacing,monthly_pacing,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"Monthly Pacing (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,monthly,,,,,no,3,,,,active,1,,,empty,,,
blended.monthly_trend,blended,,heuristic,creative_performance,,low,monthly_trend,level,Marketing IQ,Marketing,monthly,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/creative-performance/charts/monthly_trend,0,1,0,DB_RARE_SEEDS.MARTS.creative_performance,,,1,creative_performance,monthly_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Monthly Trend (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,monthly,,,,,no,3,,,,active,1,,,empty,,,
blended.new_customer_revenue,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,new_customer_revenue,level,Marketing IQ,Finance / Exec,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/monthly-review/metrics/new_customer_revenue,,1,0,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,monthly_review,new_customer_revenue,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,confidential,GDPR|CCPA,"New Customer Revenue (currency) — metric on blended [Marketing IQ], higher_is_better.",currency,higher_is_better,,,monthly,,,,,no,3,,,,active,1,GROSS_REVENUE|NEW_CUSTOMERS|UNIQUE_CUSTOMERS,"SUM(CASE WHEN new_customers > 0 THEN gross_revenue * (new_customers::FLOAT / NULLIF(unique_customers, 0)) ELSE 0 END)",empty,,,
blended.new_customers,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,new_customers,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/ceo-pulse/metrics/new_customers,,2,0,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,2,ceo_pulse|quarterly_review,new_customers,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,confidential,GDPR|CCPA,"New Customers (count) — metric on blended [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,NEW_CUSTOMER_ORDERS,"SUM(NVL(NEW_CUSTOMER_ORDERS, 0))",empty,,,
blended.new_returning,blended,multi,dbt,mart_ceo_daily_pulse,ga4|google_ads|linkedin_ads|meta_ads,high,new_returning,level,Marketing IQ,Finance / Exec,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/monthly-review/charts/new_vs_returning,0,1,0,DB_RARE_SEEDS.MARTS.mart_ceo_daily_pulse,,,1,monthly_review,new_vs_returning,super_admin|agency_admin|tenant_admin|analyst|viewer,Finance / Exec,,internal,,"New Returning (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,monthly,,,,,no,3,,,,active,1,,,empty,,,
blended.next_order_window,blended,magento,dbt,mart_customer_health,magento,high,next_order_window,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/churn-analysis/charts/next-order-window,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,churn_analysis,next-order-window,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Next Order Window (number) — metric on blended [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.notification_configs,blended,,heuristic,,,low,notification_configs,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,,/api/v1/alerts-config/charts/notification_configs,0,1,0,,,,1,alerts_config,notification_configs,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Notification Configs (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
blended.optimize_cut,blended,multi,dbt,mart_campaign_matrix,google_ads|klaviyo|linkedin_ads|meta_ads,high,optimize_cut,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,no,,,,/api/v1/campaign-matrix/metrics/optimize_cut,,1,0,0,DB_RARE_SEEDS.MARTS.mart_campaign_matrix,,,1,campaign_matrix,optimize_cut,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Optimize Cut (number) — metric on blended [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
blended.order_frequency,blended,magento,dbt,mart_customer_cohort,magento,high,order_frequency,level,Customer IQ,Customer Success,monthly,dbt,no,rare_seeds,observable,no,yes,controllable,high,,,/api/v1/cohort-analysis/charts/order-frequency,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_cohort,,,1,cohort_analysis,order-frequency,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,internal,,"Order Frequency (number) — metric on blended [Customer IQ], lever.",number,lever,,,daily,,,,,no,3,,,,active,1,,,empty,,,
